polygon-label,a,b,c
333,11,9,3
333,11,9,5
333,8,0,2
333,8,0,1
333,8,4,2
333,8,1,4
334,12,8,10
334,12,8,1
334,5,8,1
334,4,12,10
334,4,12,2
334,0,12,1
334,0,12,2
334,7,8,10
334,7,5,10
334,7,5,8
334,3,5,1
334,3,5,10
334,3,4,10
334,3,4,2
334,6,0,1
334,6,3,1
334,6,0,2
334,6,3,2
335,6,3,10
335,7,6,3
335,9,0,8
335,9,7,8
335,9,6,10
335,9,7,6
335,5,9,10
335,2,3,10
335,2,5,10
335,2,5,3
335,1,5,3
335,1,5,0
335,1,0,8
335,1,7,8
335,1,7,3
335,4,9,0
335,4,5,0
335,4,5,9
336,3,12,13
336,1,12,11
336,9,12,13
336,9,7,13
336,9,7,12
336,5,7,12
336,5,1,12
336,5,7,11
336,5,1,11
336,2,3,13
336,2,14,3
336,10,0,3
336,10,14,3
336,10,7,11
336,10,14,7
336,8,2,13
336,8,2,14
336,8,7,13
336,8,14,7
336,6,10,11
336,6,10,0
336,6,12,11
336,6,3,12
336,6,0,3
337,3,4,11
337,6,3,11
337,6,12,11
337,14,4,11
337,14,12,11
337,14,5,4
337,14,5,12
337,10,6,0
337,2,6,0
337,2,6,12
337,2,5,0
337,2,5,12
337,1,5,0
337,8,10,0
337,8,1,0
337,7,6,3
337,7,10,6
337,7,8,10
337,7,3,4
337,13,5,4
337,13,1,5
337,13,8,1
337,13,7,4
337,13,7,8
338,3,17,0
338,14,3,5
338,14,3,17
338,10,4,1
338,12,1,5
338,12,4,1
338,8,3,5
338,8,12,5
338,8,12,4
338,8,10,0
338,8,10,4
338,13,17,0
338,13,2,17
338,13,10,0
338,13,10,2
338,16,1,17
338,16,2,17
338,16,10,1
338,16,10,2
338,7,14,5
338,7,14,17
338,7,1,5
338,7,1,17
338,6,3,0
338,6,8,0
338,6,8,3
339,10,1,9
339,3,10,11
339,3,10,1
339,4,0,11
339,4,3,11
339,4,3,1
339,4,1,9
339,4,0,9
339,2,0,11
339,2,5,0
339,2,10,11
339,2,5,10
339,6,10,9
339,6,5,10
339,6,0,9
339,6,5,0
340,9,0,2
340,3,9,2
340,5,0,7
340,5,0,6
340,5,3,7
340,5,3,6
340,8,0,2
340,8,0,6
340,8,3,2
340,8,3,6
340,1,3,7
340,1,3,9
340,1,0,7
340,1,9,0
341,2,0,1
341,5,2,1
341,5,3,0
341,5,2,0
341,4,0,1
341,4,3,0
341,7,4,1
341,7,4,3
341,7,5,1
341,7,5,3
342,14,6,0
342,7,6,0
342,7,3,2
342,5,3,14
342,11,14,0
342,11,3,14
342,13,6,2
342,13,7,2
342,13,7,6
342,10,5,14
342,10,6,2
342,10,14,6
342,10,3,2
342,10,5,3
342,12,7,0
342,12,11,0
342,12,7,3
342,12,11,3
343,1,4,7
343,1,6,4
343,8,4,7
343,8,2,7
343,8,6,4
343,8,2,6
343,5,1,6
343,5,2,6
343,3,2,7
343,3,5,2
343,3,1,7
343,3,5,1
344,4,8,1
344,6,4,8
344,3,8,1
344,3,5,1
344,3,6,8
344,2,5,1
344,2,4,1
344,2,6,4
344,0,3,6
344,0,2,6
344,0,3,5
344,0,2,5
345,7,0,1
345,7,3,6
345,7,0,6
345,2,0,1
345,2,0,6
345,4,3,6
345,4,2,6
345,4,2,1
345,5,4,1
345,5,4,3
345,5,7,1
345,5,7,3
346,9,11,1
346,9,11,6
346,3,11,6
346,2,9,1
346,2,9,8
346,0,9,6
346,0,9,8
346,0,3,6
346,0,3,8
346,7,11,1
346,7,3,11
346,4,3,8
346,4,2,8
346,4,2,1
346,4,7,1
346,4,7,3
347,0,9,4
347,0,9,10
347,8,9,4
347,8,5,4
347,1,9,10
347,1,8,9
347,1,8,5
347,11,0,4
347,11,0,2
347,3,2,5
347,3,1,5
347,3,1,10
347,3,0,10
347,3,0,2
347,6,11,4
347,6,11,2
347,6,5,4
347,7,2,5
347,7,6,5
347,7,6,2
348,11,6,5
348,11,10,6
348,8,11,5
348,8,11,10
348,8,10,12
348,8,0,12
348,9,4,6
348,9,0,12
348,9,0,6
348,9,10,12
348,9,4,10
348,3,10,6
348,3,4,6
348,3,4,10
348,2,8,5
348,2,8,0
348,2,6,5
348,2,0,6
349,9,2,6
349,4,0,3
349,1,0,6
349,1,9,6
349,1,9,0
349,7,9,3
349,7,9,2
349,7,4,3
349,7,4,2
349,5,0,3
349,5,9,3
349,5,9,0
349,10,2,6
349,10,4,2
349,10,0,6
349,10,4,0
350,10,7,2
350,10,9,2
350,10,7,1
350,4,9,2
350,6,10,1
350,6,10,9
350,8,7,1
350,3,4,1
350,3,4,9
350,3,6,1
350,3,6,9
350,0,4,1
350,0,8,1
350,0,8,4
350,5,8,7
350,5,8,4
350,5,7,2
350,5,4,2
351,5,12,11
351,5,0,11
351,3,6,12
351,3,6,0
351,3,12,11
351,3,0,11
351,1,5,12
351,1,6,9
351,1,6,12
351,4,5,0
351,4,6,9
351,4,6,0
351,10,4,9
351,10,4,5
351,10,1,9
351,10,1,5
352,10,1,8
352,10,1,6
352,9,1,8
352,9,1,6
352,3,10,6
352,3,9,6
352,7,3,9
352,7,3,10
352,0,9,8
352,0,7,9
352,0,10,8
352,0,7,10
353,0,5,8
353,4,5,8
353,4,1,8
353,4,1,5
353,6,7,8
353,6,1,8
353,6,1,5
353,3,7,8
353,3,0,8
353,3,0,7
353,2,0,5
353,2,0,7
353,2,6,5
353,2,6,7
354,8,3,11
354,2,3,11
354,2,3,4
354,6,1,11
354,6,8,11
354,7,3,4
354,7,8,3
354,10,1,11
354,10,2,11
354,10,2,1
354,0,2,4
354,0,2,1
354,0,7,4
354,0,7,1
354,9,7,1
354,9,7,8
354,9,6,1
354,9,6,8
355,6,11,9
355,3,11,9
355,3,8,9
355,3,8,11
355,2,11,13
355,2,8,13
355,2,8,11
355,12,11,13
355,12,6,11
355,10,8,13
355,4,12,13
355,4,10,13
355,4,12,6
355,4,10,6
355,0,8,9
355,0,10,8
355,0,6,9
355,0,10,6
356,0,5,1
356,7,0,1
356,7,0,8
356,6,0,8
356,6,0,5
356,2,7,8
356,2,6,8
356,3,6,5
356,3,2,6
356,3,5,1
356,3,7,1
356,3,2,7
357,8,9,12
357,4,8,9
357,11,4,9
357,5,8,12
357,5,4,8
357,3,9,12
357,3,11,12
357,3,11,9
357,7,11,12
357,7,5,12
357,1,5,4
357,1,7,5
357,10,11,4
357,10,1,4
357,10,7,11
357,10,1,7
358,6,5,2
358,8,5,2
358,0,8,7
358,0,8,2
358,4,8,7
358,4,8,5
358,4,6,7
358,4,6,5
358,1,6,2
358,1,0,2
358,1,6,7
358,1,0,7
359,0,14,2
359,0,14,11
359,8,14,11
359,8,12,14
359,1,8,11
359,1,12,9
359,1,8,12
359,10,12,9
359,3,0,11
359,3,1,11
359,5,0,2
359,5,13,2
359,5,3,0
359,5,3,1
359,5,1,9
359,4,10,12
359,4,10,13
359,4,13,2
359,4,14,2
359,4,12,14
359,6,10,13
359,6,10,9
359,6,5,9
359,7,5,13
359,7,6,13
359,7,6,5
360,11,8,14
360,11,17,14
360,11,17,1
360,3,17,14
360,3,17,2
360,3,0,14
360,3,0,2
360,12,17,1
360,6,2,8
360,6,11,8
360,6,11,1
360,6,12,1
360,15,2,8
360,15,0,2
360,15,8,14
360,15,0,14
360,4,17,2
360,4,12,17
360,7,12,2
360,7,6,2
360,7,6,12
360,9,12,2
360,9,4,2
360,9,4,12
361,4,3,2
361,4,3,8
361,5,6,2
361,5,3,2
361,5,3,6
361,0,4,8
361,0,3,8
361,0,3,6
361,1,4,2
361,1,0,4
361,1,6,2
361,1,0,6
362,4,8,3
362,11,0,10
362,11,0,8
362,7,8,3
362,7,0,8
362,7,10,3
362,6,10,3
362,6,4,3
362,6,10,1
362,6,4,8
362,6,11,1
362,6,11,8
362,5,10,1
362,5,11,1
362,5,11,10
362,9,7,10
362,9,7,0
362,2,0,10
362,2,9,10
362,2,9,0
363,4,0,1
363,4,7,2
363,4,0,2
363,3,7,1
363,3,7,2
363,3,0,1
363,3,0,2
363,5,7,1
363,5,4,1
363,5,4,7
364,8,1,2
364,8,3,2
364,6,3,1
364,6,8,1
364,5,1,2
364,5,3,2
364,5,3,1
364,7,8,3
364,7,6,3
364,7,6,8
365,6,12,7
365,11,12,2
365,1,12,2
365,1,6,12
365,9,12,7
365,9,11,12
365,5,1,2
365,5,1,6
365,5,6,7
365,3,11,2
365,3,5,2
365,3,5,11
365,4,5,7
365,0,5,11
365,0,4,11
365,0,4,5
365,8,9,11
365,8,4,11
365,8,9,7
365,8,4,7
366,10,15,6
366,13,11,0
366,13,10,15
366,13,10,11
366,8,7,0
366,8,11,0
366,8,10,11
366,4,15,6
366,4,3,15
366,2,7,0
366,2,3,7
366,2,3,15
366,1,13,0
366,1,13,15
366,1,2,0
366,1,2,15
366,12,3,7
366,12,4,3
366,12,4,6
366,9,8,7
366,9,12,7
366,9,12,6
366,14,9,6
366,14,9,8
366,14,10,6
366,14,8,10
367,5,8,4
367,3,8,13
367,12,9,4
367,12,5,4
367,12,5,9
367,7,8,13
367,7,5,8
367,10,3,8
367,10,9,4
367,10,3,9
367,0,3,13
367,0,3,9
367,0,7,13
367,0,5,9
367,0,7,5
367,11,8,4
367,11,10,4
367,11,10,8
368,7,6,12
368,7,14,12
368,2,14,12
368,0,3,5
368,0,2,14
368,0,2,3
368,13,7,5
368,13,7,6
368,4,6,12
368,4,3,6
368,4,2,3
368,9,0,5
368,15,13,5
368,15,13,6
368,15,3,5
368,15,3,6
368,11,2,12
368,11,4,12
368,11,4,2
368,8,0,14
368,8,9,0
368,8,9,5
368,8,7,5
368,8,7,14
369,3,13,7
369,3,13,5
369,0,13,7
369,0,8,7
369,4,13,5
369,4,8,5
369,4,0,13
369,4,0,8
369,10,8,7
369,12,3,5
369,12,8,5
369,11,12,3
369,11,6,3
369,11,6,12
369,1,6,12
369,1,10,8
369,1,10,7
369,1,3,7
369,1,6,3
369,9,12,8
369,9,1,8
369,9,1,12
370,2,3,7
370,9,3,7
370,9,6,7
370,9,5,3
370,9,5,6
370,4,5,6
370,4,5,3
370,1,6,7
370,1,4,6
370,1,2,7
370,1,4,2
370,0,2,3
370,0,4,3
370,0,4,2
371,4,3,2
371,0,4,6
371,8,3,6
371,8,3,2
371,8,0,6
371,1,3,6
371,1,4,6
371,1,4,3
371,7,8,2
371,7,8,0
371,7,4,2
371,7,0,4
372,9,11,3
372,9,1,4
372,13,11,10
372,13,11,4
372,13,1,10
372,13,1,4
372,6,1,10
372,6,11,3
372,6,11,10
372,5,9,11
372,12,6,3
372,12,6,1
372,12,9,3
372,12,9,1
372,8,11,4
372,8,5,11
372,8,9,4
372,8,5,9
373,10,3,6
373,10,0,1
373,10,0,6
373,10,5,1
373,10,3,5
373,7,3,5
373,9,5,1
373,9,0,1
373,9,0,5
373,4,0,5
373,4,7,5
373,4,0,6
373,4,3,6
373,4,7,3
374,3,12,2
374,1,12,2
374,1,6,12
374,4,6,12
374,4,10,9
374,4,10,6
374,15,0,2
374,15,3,2
374,13,3,12
374,13,15,0
374,13,15,3
374,11,14,9
374,11,14,12
374,11,4,9
374,11,4,12
374,7,14,9
374,7,10,9
374,7,10,0
374,5,10,6
374,5,1,6
374,5,1,2
374,5,0,2
374,5,10,0
374,17,13,12
374,8,13,0
374,8,7,0
374,8,7,14
374,8,17,13
374,8,14,12
374,8,17,12
375,6,7,4
375,6,10,7
375,0,7,4
375,0,1,7
375,9,7,5
375,9,1,5
375,9,1,7
375,3,1,5
375,3,7,5
375,3,10,7
375,2,6,10
375,2,3,10
375,2,6,4
375,2,0,4
375,2,0,1
375,2,3,1
376,0,9,3
376,0,8,3
376,1,10,6
376,1,10,9
376,7,9,3
376,7,10,9
376,4,8,6
376,4,10,6
376,4,7,10
376,4,8,3
376,4,7,3
376,5,0,9
376,5,0,8
376,5,1,9
376,5,8,6
376,5,1,6
377,9,2,15
377,6,15,3
377,13,14,1
377,10,14,3
377,10,13,14
377,4,9,2
377,11,14,3
377,11,4,2
377,11,14,1
377,11,4,1
377,7,13,1
377,7,9,15
377,7,10,15
377,7,10,13
377,0,15,3
377,0,10,3
377,0,10,15
377,8,4,1
377,8,4,9
377,8,7,1
377,8,7,9
377,12,6,3
377,12,11,3
377,12,11,2
377,12,2,15
377,12,6,15
378,7,0,2
378,6,5,1
378,6,5,2
378,9,5,1
378,9,5,2
378,9,0,2
378,3,7,0
378,3,9,1
378,3,9,0
378,8,7,2
378,8,6,2
378,8,7,1
378,8,6,1
378,4,7,1
378,4,3,1
378,4,3,7
379,2,7,14
379,0,10,14
379,0,7,14
379,6,10,14
379,6,2,14
379,6,2,10
379,8,2,1
379,8,2,10
379,5,0,1
379,5,0,10
379,5,8,1
379,5,8,10
379,12,0,1
379,12,2,1
379,12,2,7
379,9,0,7
379,9,12,7
379,9,12,0
380,3,0,8
380,4,0,5
380,4,3,5
380,4,3,0
380,10,3,8
380,2,0,5
380,2,11,5
380,2,11,0
380,9,0,8
380,9,11,0
380,6,3,5
380,6,10,5
380,6,10,3
380,1,11,5
380,1,10,5
380,7,9,11
380,7,1,11
380,7,9,8
380,7,10,8
380,7,1,10
381,15,9,2
381,13,15,2
381,12,14,0
381,12,13,15
381,12,13,0
381,7,12,14
381,11,14,0
381,11,5,14
381,16,13,2
381,16,13,0
381,16,11,2
381,16,11,0
381,1,15,8
381,1,12,15
381,1,7,8
381,1,7,12
381,3,14,9
381,3,5,14
381,3,9,2
381,3,11,2
381,3,11,5
381,6,7,8
381,10,14,9
381,10,7,14
381,10,6,7
381,10,15,9
381,10,15,8
381,10,6,8
382,9,5,2
382,9,1,5
382,8,6,4
382,8,9,2
382,8,1,4
382,8,9,1
382,0,6,4
382,0,6,5
382,0,1,4
382,0,1,5
382,7,5,2
382,7,6,5
382,7,8,6
382,3,8,2
382,3,7,2
382,3,7,8
383,2,8,14
383,0,2,14
383,0,2,12
383,9,8,14
383,9,4,8
383,1,4,8
383,5,2,12
383,5,2,8
383,5,1,12
383,13,0,14
383,6,0,12
383,6,1,12
383,6,1,4
383,6,13,0
383,11,1,8
383,11,5,8
383,11,5,1
383,10,9,4
383,10,6,4
383,10,6,13
383,10,9,14
383,10,13,14
384,10,7,11
384,12,2,11
384,12,10,11
384,6,2,3
384,9,2,3
384,9,12,2
384,13,6,2
384,13,2,11
384,13,7,11
384,8,9,3
384,1,13,7
384,1,13,6
384,1,6,3
384,1,8,3
384,4,10,7
384,4,1,7
384,4,1,8
384,0,9,12
384,0,8,9
384,0,12,10
384,0,4,10
384,0,4,8
385,7,3,6
385,7,10,1
385,9,3,6
385,5,10,6
385,5,7,6
385,5,7,10
385,2,3,1
385,2,7,1
385,2,7,3
385,0,10,1
385,4,3,1
385,4,9,3
385,4,0,1
385,4,0,9
385,8,9,6
385,8,0,9
385,8,10,6
385,8,0,10
386,11,0,7
386,11,10,7
386,3,0,5
386,3,9,5
386,6,9,5
386,6,11,10
386,6,10,7
386,6,9,7
386,12,0,5
386,13,3,0
386,13,3,9
386,13,0,7
386,13,9,7
386,1,6,5
386,1,6,11
386,1,12,5
386,1,11,0
386,1,12,0
387,7,6,11
387,7,6,12
387,7,13,11
387,14,6,12
387,14,2,6
387,14,13,2
387,1,7,12
387,1,7,13
387,1,14,12
387,1,14,13
387,5,8,11
387,5,13,11
387,15,2,6
387,15,6,11
387,15,8,11
387,9,15,2
387,9,15,8
387,9,5,8
387,9,13,2
387,9,5,13
388,3,2,1
388,3,0,1
388,5,2,1
388,5,0,1
388,9,3,7
388,9,3,2
388,9,5,7
388,9,5,2
388,10,5,7
388,10,5,0
388,10,3,7
388,10,3,0
389,3,13,2
389,8,1,2
389,8,3,2
389,12,13,9
389,12,13,1
389,12,8,9
389,12,8,1
389,7,13,2
389,11,8,9
389,11,8,3
389,11,13,9
389,11,3,13
389,10,1,2
389,10,7,2
389,10,7,1
389,5,13,1
389,5,7,1
389,5,7,13
390,5,13,2
390,3,5,7
390,3,9,7
390,4,5,2
390,4,5,11
390,0,9,7
390,14,13,2
390,14,4,2
390,14,0,13
390,14,0,9
390,14,9,11
390,14,4,11
390,12,5,11
390,12,3,5
390,12,9,11
390,12,3,9
390,8,0,7
390,8,0,13
390,8,5,7
390,8,5,13
391,6,13,11
391,6,13,0
391,8,10,11
391,8,10,0
391,4,13,11
391,4,10,11
391,4,10,13
391,1,8,11
391,2,6,0
391,2,8,0
391,3,10,0
391,3,12,0
391,3,12,10
391,15,10,13
391,15,12,10
391,15,13,0
391,15,12,0
391,14,6,11
391,14,1,11
391,7,2,6
391,7,2,8
391,7,14,6
391,7,1,8
391,7,14,1
392,12,5,0
392,4,11,0
392,15,12,5
392,9,12,0
392,9,11,0
392,9,11,12
392,14,5,0
392,14,4,0
392,14,4,5
392,8,4,10
392,8,4,5
392,8,15,10
392,8,15,5
392,3,15,12
392,3,15,10
392,7,11,12
392,7,3,12
392,2,3,10
392,2,7,3
392,2,7,11
392,2,4,10
392,2,4,11
393,0,8,3
393,0,10,8
393,7,1,3
393,7,1,10
393,7,0,3
393,7,0,10
393,5,10,8
393,5,1,10
393,6,5,8
393,6,5,1
393,6,8,3
393,6,1,3
394,0,10,2
394,3,0,2
394,3,10,1
394,3,0,10
394,5,10,2
394,7,3,1
394,7,8,3
394,7,5,8
394,7,10,1
394,7,5,10
394,6,5,2
394,6,5,8
394,6,3,2
394,6,8,3
395,11,3,10
395,8,9,3
395,4,11,3
395,5,3,10
395,5,9,3
395,14,8,12
395,13,8,12
395,13,8,3
395,13,4,12
395,13,4,3
395,6,8,9
395,6,5,9
395,6,5,8
395,7,11,10
395,7,5,10
395,7,5,8
395,7,14,8
395,1,4,12
395,1,14,12
395,1,4,11
395,1,7,11
395,1,7,14
396,0,14,16
396,6,0,16
396,5,14,16
396,5,12,16
396,5,12,14
396,3,6,16
396,3,6,4
396,1,6,0
396,1,6,4
396,9,12,16
396,9,3,16
396,13,7,4
396,13,7,2
396,13,9,2
396,13,3,4
396,13,9,3
396,11,1,4
396,11,7,4
396,15,9,2
396,15,7,2
396,15,12,14
396,15,9,12
396,15,11,7
396,15,11,1
396,15,0,14
396,15,1,0
397,14,11,4
397,14,11,13
397,1,11,13
397,8,11,4
397,6,14,13
397,6,1,13
397,6,14,4
397,16,6,1
397,16,8,4
397,16,6,4
397,2,16,1
397,2,16,8
397,7,8,11
397,7,2,8
397,7,1,11
397,7,2,1
398,9,0,6
398,9,8,6
398,9,0,3
398,10,0,6
398,10,0,3
398,5,9,3
398,4,8,6
398,4,10,6
398,2,9,8
398,2,5,8
398,2,5,9
398,1,10,3
398,1,4,10
398,1,4,8
398,1,5,3
398,1,5,8
399,8,0,4
399,8,0,1
399,9,0,4
399,3,9,4
399,3,9,5
399,6,5,1
399,6,8,1
399,12,5,1
399,12,0,1
399,12,9,0
399,2,3,5
399,2,6,5
399,2,6,8
399,2,8,4
399,2,3,4
399,10,9,5
399,10,12,5
399,10,12,9
400,6,2,7
400,4,8,7
400,4,6,7
400,3,2,7
400,3,8,7
400,3,8,2
400,0,4,8
400,1,6,2
400,1,4,6
400,1,0,4
400,1,8,2
400,1,0,8
401,7,6,14
401,9,6,14
401,9,5,14
401,9,2,5
401,12,7,6
401,13,5,0
401,13,7,0
401,13,5,14
401,13,7,14
401,11,12,6
401,11,7,0
401,11,12,7
401,15,2,6
401,15,9,6
401,15,9,2
401,3,2,6
401,3,11,6
401,3,11,2
401,8,2,5
401,8,11,2
401,8,5,0
401,8,11,0
402,8,3,0
402,5,3,0
402,7,8,10
402,7,11,10
402,7,11,5
402,7,8,0
402,7,5,0
402,9,11,10
402,9,8,10
402,9,8,3
402,1,5,3
402,1,11,5
402,1,9,3
402,1,9,11
403,4,0,6
403,3,0,6
403,3,1,6
403,9,1,4
403,7,1,4
403,7,3,5
403,7,3,1
403,10,3,5
403,10,3,0
403,2,4,6
403,2,9,4
403,2,1,6
403,2,9,1
403,8,7,5
403,8,7,4
403,8,4,0
403,8,10,5
403,8,10,0
404,7,8,3
404,5,8,1
404,4,8,1
404,4,7,1
404,4,7,8
404,6,8,3
404,6,5,3
404,6,5,8
404,2,7,1
404,2,5,1
404,0,5,3
404,0,2,5
404,0,7,3
404,0,2,7
405,7,5,4
405,6,5,3
405,6,0,3
405,1,5,3
405,1,0,3
405,1,7,5
405,1,7,0
405,8,5,4
405,8,6,4
405,8,6,5
405,9,6,4
405,9,6,0
405,9,7,4
405,9,7,0
406,3,9,7
406,5,3,9
406,0,4,7
406,0,3,7
406,0,5,1
406,0,5,3
406,8,9,7
406,8,4,7
406,8,4,9
406,2,4,9
406,2,5,1
406,2,5,9
406,6,0,1
406,6,0,4
406,6,2,1
406,6,2,4
407,1,0,2
407,7,0,5
407,9,0,4
407,9,0,5
407,9,6,4
407,9,6,5
407,3,6,2
407,3,1,2
407,3,1,0
407,8,6,5
407,8,7,5
407,8,6,2
407,8,0,2
407,8,7,0
407,10,6,4
407,10,3,6
407,10,0,4
407,10,3,0
408,0,7,9
408,3,7,9
408,3,7,6
408,10,0,9
408,2,7,6
408,2,0,7
408,2,10,6
408,2,10,0
408,4,3,6
408,4,10,6
408,5,4,3
408,5,4,10
408,5,3,9
408,5,10,9
409,2,4,7
409,2,12,7
409,15,0,4
409,15,12,7
409,15,12,0
409,1,12,0
409,1,11,3
409,1,11,0
409,13,2,4
409,13,1,3
409,13,2,12
409,13,1,12
409,5,4,7
409,5,15,7
409,5,15,4
409,9,0,4
409,9,11,0
409,9,11,3
409,9,13,3
409,9,13,4
410,3,5,4
410,7,5,4
410,7,6,4
410,2,3,4
410,2,6,4
410,0,2,3
410,0,2,6
410,0,8,6
410,0,3,5
410,0,8,5
410,1,7,6
410,1,8,6
410,1,7,5
410,1,8,5
411,6,8,4
411,7,8,9
411,10,6,4
411,0,8,9
411,0,6,9
411,0,6,8
411,1,8,4
411,11,6,9
411,11,10,6
411,12,7,8
411,12,1,8
411,5,11,10
411,5,12,7
411,5,12,10
411,5,7,9
411,5,11,9
411,3,10,4
411,3,12,10
411,3,1,4
411,3,12,1
412,5,11,8
412,1,5,0
412,14,10,11
412,13,5,11
412,13,1,5
412,2,10,11
412,2,13,11
412,2,13,1
412,2,10,0
412,2,1,0
412,3,11,8
412,3,14,8
412,3,14,11
412,6,5,8
412,6,14,8
412,7,14,10
412,7,5,0
412,7,10,0
412,9,6,14
412,9,7,14
412,9,6,5
412,12,7,5
412,12,9,5
412,12,9,7
413,4,8,6
413,5,8,6
413,2,4,6
413,2,5,6
413,7,4,8
413,3,5,8
413,3,2,5
413,3,7,8
413,3,2,4
413,3,7,4
414,0,4,7
414,3,13,4
414,12,4,7
414,11,0,7
414,11,12,7
414,11,13,8
414,10,3,8
414,10,3,4
414,10,0,8
414,10,0,4
414,1,13,8
414,1,3,8
414,1,3,13
414,14,13,4
414,14,12,4
414,2,0,8
414,2,11,8
414,2,11,0
414,15,14,13
414,15,14,12
414,15,11,13
414,15,11,12
415,4,9,11
415,15,9,11
415,2,14,10
415,2,14,9
415,2,4,10
415,2,4,9
415,3,0,14
415,3,15,11
415,5,14,10
415,5,0,14
415,8,15,9
415,8,3,15
415,8,14,9
415,8,3,14
415,13,4,10
415,13,5,10
415,13,5,0
415,1,4,11
415,7,13,0
415,7,3,11
415,7,3,0
415,7,1,11
415,7,1,13
415,6,13,4
415,6,1,4
415,6,1,13
416,5,8,0
416,5,8,10
416,5,9,0
416,4,8,0
416,4,3,8
416,4,9,0
416,4,9,3
416,7,9,3
416,7,5,10
416,7,5,9
416,6,7,10
416,6,7,3
416,6,8,10
416,6,3,8
417,2,9,8
417,2,7,8
417,2,7,0
417,4,7,8
417,4,5,7
417,4,9,8
417,4,5,9
417,3,7,0
417,3,5,0
417,3,5,7
417,6,2,0
417,6,2,9
417,6,5,0
417,6,5,9
418,1,0,5
418,1,3,5
418,1,3,6
418,8,0,5
418,8,4,0
418,8,3,5
418,8,4,3
418,2,4,0
418,2,4,3
418,2,6,0
418,2,3,6
418,7,6,0
418,7,1,0
418,7,1,6
419,9,11,14
419,8,11,14
419,7,11,13
419,7,9,11
419,6,11,13
419,6,8,11
419,2,6,13
419,2,6,8
419,2,8,14
419,3,9,0
419,3,7,0
419,3,7,9
419,10,2,13
419,10,7,13
419,10,7,0
419,10,2,14
419,10,9,14
419,10,9,0
420,7,5,4
420,7,3,5
420,0,1,4
420,2,1,4
420,6,7,4
420,6,7,8
420,6,2,4
420,6,2,8
420,10,7,8
420,10,7,3
420,10,2,8
420,10,2,1
420,10,0,3
420,10,0,1
420,9,3,5
420,9,0,3
420,9,5,4
420,9,0,4
421,0,1,5
421,7,6,5
421,7,0,6
421,7,0,1
421,4,0,5
421,8,7,5
421,3,0,6
421,3,4,0
421,3,6,5
421,3,4,5
421,2,7,1
421,2,8,7
421,2,1,5
421,2,8,5
422,0,2,1
422,3,0,4
422,3,0,2
422,6,2,1
422,7,4,1
422,7,0,1
422,7,0,4
422,8,2,4
422,8,3,4
422,8,3,2
422,5,2,4
422,5,6,2
422,5,4,1
422,5,6,1
423,15,17,3
423,10,17,4
423,10,15,4
423,10,15,17
423,2,15,3
423,2,15,13
423,9,17,4
423,9,14,17
423,0,2,13
423,0,2,3
423,6,9,14
423,6,0,13
423,6,0,14
423,6,9,4
423,6,15,4
423,6,15,13
423,8,17,3
423,8,7,17
423,8,7,14
423,8,0,3
423,8,0,14
423,12,14,17
423,12,7,17
423,12,7,14
424,0,3,1
424,6,0,3
424,7,4,13
424,7,6,13
424,7,6,3
424,12,8,4
424,12,3,1
424,12,8,3
424,5,8,4
424,5,7,4
424,5,8,3
424,5,7,3
424,10,12,1
424,10,12,4
424,9,6,0
424,9,0,1
424,9,10,1
424,9,6,13
424,9,10,13
424,14,4,13
424,14,10,13
424,14,10,4
425,12,10,1
425,12,5,1
425,8,5,1
425,2,12,10
425,11,10,1
425,11,8,1
425,14,2,13
425,14,2,10
425,14,11,10
425,14,11,8
425,3,8,5
425,3,14,8
425,15,12,5
425,15,2,12
425,15,2,13
425,7,14,13
425,7,3,14
425,0,15,13
425,0,15,5
425,0,7,13
425,0,3,5
425,0,7,3
426,7,6,2
426,3,7,2
426,3,7,5
426,0,6,2
426,0,6,5
426,0,3,2
426,0,3,5
426,1,6,5
426,1,7,5
426,1,7,6
427,5,9,8
427,5,9,1
427,2,3,1
427,2,5,1
427,7,3,9
427,0,9,1
427,0,3,1
427,0,3,9
427,6,2,3
427,6,7,3
427,6,9,8
427,6,7,9
427,4,5,8
427,4,2,5
427,4,6,8
427,4,6,2
428,3,4,2
428,5,3,10
428,9,4,10
428,9,4,2
428,9,5,10
428,9,5,2
428,6,3,10
428,6,3,4
428,7,3,2
428,7,5,2
428,7,5,3
428,1,4,10
428,1,6,10
428,1,6,4
429,2,14,9
429,1,14,9
429,10,14,7
429,10,8,7
429,10,8,6
429,11,8,9
429,11,8,6
429,11,1,6
429,13,8,7
429,13,14,7
429,13,2,14
429,13,2,9
429,5,1,6
429,5,1,14
429,5,10,6
429,5,10,14
429,3,1,9
429,3,11,9
429,3,11,1
429,12,8,9
429,12,13,9
429,12,13,8
430,7,6,8
430,7,2,8
430,5,6,8
430,5,6,3
430,1,5,3
430,1,7,2
430,1,2,8
430,1,5,8
430,1,6,3
430,1,7,6
431,12,11,8
431,4,11,8
431,4,10,8
431,7,10,16
431,7,4,11
431,7,4,10
431,15,12,16
431,2,12,11
431,2,7,11
431,2,12,16
431,2,7,16
431,1,10,8
431,1,15,10
431,1,12,8
431,1,15,12
431,3,10,16
431,3,15,16
431,3,15,10
432,7,3,1
432,8,3,1
432,8,4,3
432,0,4,7
432,0,5,6
432,0,5,7
432,0,3,6
432,0,4,3
432,10,7,3
432,10,5,7
432,10,3,6
432,10,5,6
432,9,8,1
432,9,8,4
