polygon-label,a,b,c
777,4,5,3
777,4,5,11
778,2,8,9
778,5,6,9
778,5,6,7
778,5,2,9
778,5,8,7
778,0,6,9
778,0,8,9
778,1,2,8
778,1,5,8
778,1,5,2
778,10,0,6
778,10,0,8
778,10,6,7
778,10,8,7
779,11,3,4
779,7,1,5
779,6,1,4
779,6,7,1
779,6,7,3
779,10,1,4
779,10,0,1
779,10,11,4
779,10,11,0
779,8,11,5
779,8,11,0
779,12,11,3
779,12,7,3
779,12,11,5
779,12,7,5
779,13,3,4
779,13,6,4
779,13,6,3
779,9,8,5
779,9,8,0
779,9,1,5
779,9,0,1
780,5,10,6
780,2,8,3
780,2,8,6
780,2,10,6
780,9,5,10
780,11,8,3
780,11,1,3
780,11,1,8
780,0,8,6
780,0,1,8
780,0,5,6
780,7,9,10
780,7,2,3
780,7,2,10
780,7,5,3
780,7,9,5
780,4,0,5
780,4,0,1
780,4,5,3
780,4,1,3
781,12,0,8
781,11,0,3
781,13,2,15
781,13,12,8
781,9,15,3
781,9,2,3
781,9,2,15
781,6,0,3
781,6,2,3
781,10,12,0
781,10,11,0
781,10,15,3
781,10,11,3
781,7,13,8
781,7,13,2
781,7,6,2
781,7,0,8
781,7,6,0
781,14,13,12
781,14,10,12
781,14,13,15
781,14,10,15
782,11,7,1
782,5,7,1
782,5,7,0
782,15,12,0
782,6,7,3
782,6,11,7
782,4,6,11
782,4,11,1
782,4,15,1
782,4,15,12
782,14,15,1
782,14,15,0
782,14,5,1
782,14,5,0
782,8,12,0
782,8,13,12
782,8,13,3
782,8,7,3
782,8,7,0
782,2,13,3
782,2,6,3
782,2,4,6
782,2,13,12
782,2,4,12
783,6,1,2
783,3,1,2
783,5,6,4
783,5,6,1
783,5,11,4
783,7,6,4
783,7,11,4
783,0,3,10
783,0,7,10
783,0,7,11
783,0,3,1
783,0,5,1
783,0,5,11
783,8,6,2
783,8,7,6
783,8,7,10
783,8,3,2
783,8,3,10
784,9,4,2
784,9,1,2
784,13,14,4
784,12,4,7
784,12,14,4
784,11,4,2
784,11,13,4
784,11,13,14
784,10,12,14
784,10,1,2
784,10,11,2
784,10,11,14
784,10,9,1
784,8,12,7
784,8,10,12
784,3,8,7
784,3,4,7
784,3,9,4
784,3,10,9
784,3,8,10
785,8,2,10
785,14,15,10
785,4,11,2
785,3,8,5
785,3,8,2
785,3,4,5
785,3,4,2
785,13,15,10
785,13,8,10
785,13,8,15
785,12,8,5
785,12,8,15
785,0,14,10
785,0,2,10
785,1,14,15
785,1,4,11
785,6,0,14
785,6,1,11
785,6,1,14
785,6,11,2
785,6,0,2
785,9,12,5
785,9,12,15
785,7,4,5
785,7,1,4
785,7,9,5
785,7,1,15
785,7,9,15
786,6,0,5
786,8,6,1
786,10,8,1
786,7,6,1
786,7,6,0
786,7,10,1
786,3,0,5
786,2,10,8
786,2,6,5
786,2,8,6
786,2,3,5
786,2,3,10
786,9,7,10
786,9,3,10
786,9,7,0
786,9,3,0
787,4,5,10
787,6,4,8
787,6,4,5
787,3,5,10
787,3,2,5
787,9,3,10
787,9,3,2
787,9,4,8
787,9,2,8
787,1,6,8
787,1,6,5
787,1,2,8
787,1,2,5
787,7,4,10
787,7,9,10
787,7,9,4
788,5,8,9
788,13,8,0
788,13,6,0
788,13,8,9
788,7,8,0
788,7,5,8
788,2,6,0
788,4,5,9
788,4,2,9
788,4,2,5
788,3,2,9
788,1,7,5
788,1,2,5
788,1,7,0
788,1,2,0
788,12,2,6
788,12,3,2
788,12,13,6
788,12,13,9
788,12,3,9
789,9,12,4
789,9,12,13
789,2,9,13
789,3,12,4
789,3,12,11
789,1,2,13
789,6,9,4
789,6,2,4
789,6,2,9
789,7,2,4
789,8,7,2
789,8,3,4
789,8,7,4
789,10,1,13
789,10,1,11
789,10,12,13
789,10,12,11
789,5,1,11
789,5,1,2
789,5,8,2
789,5,3,11
789,5,8,3
790,10,3,8
790,4,11,1
790,4,9,1
790,4,9,8
790,13,9,8
790,13,3,8
790,14,10,8
790,14,10,11
790,14,4,8
790,14,4,11
790,5,10,3
790,5,10,11
790,0,13,9
790,0,13,3
790,6,3,1
790,6,5,3
790,2,0,9
790,2,0,3
790,2,9,1
790,2,3,1
790,7,5,11
790,7,6,5
790,7,11,1
790,7,6,1
791,8,9,5
791,2,9,5
791,0,8,5
791,0,2,5
791,0,4,1
791,0,4,8
791,3,2,1
791,3,2,9
791,7,8,9
791,7,4,8
791,7,3,9
791,7,4,1
791,7,3,1
791,6,2,1
791,6,0,1
791,6,0,2
792,2,10,7
792,11,0,3
792,11,10,0
792,14,10,9
792,6,2,7
792,6,2,3
792,6,11,7
792,6,11,3
792,1,10,7
792,1,11,7
792,1,11,10
792,12,10,0
792,12,14,10
792,12,14,9
792,12,3,9
792,12,0,3
792,4,2,3
792,4,5,2
792,4,3,9
792,4,5,9
792,8,5,2
792,8,10,9
792,8,5,9
792,13,2,10
792,13,8,10
792,13,8,2
793,2,4,7
793,1,4,7
793,3,4,5
793,3,1,5
793,3,1,4
793,0,2,7
793,0,1,7
793,0,1,5
793,0,4,5
793,0,2,4
794,0,5,8
794,11,5,1
794,4,2,0
794,4,5,1
794,4,0,5
794,3,0,8
794,3,2,0
794,12,5,8
794,12,11,8
794,12,11,5
794,6,11,1
794,6,11,2
794,6,4,1
794,6,4,2
794,9,3,8
794,9,3,2
794,9,11,8
794,9,11,2
795,6,7,2
795,6,3,2
795,6,7,1
795,6,3,1
795,8,7,1
795,5,7,2
795,5,8,2
795,5,8,7
795,0,3,1
795,0,8,1
795,0,3,2
795,0,8,2
796,2,6,8
796,0,2,4
796,0,2,8
796,0,10,4
796,5,2,4
796,5,10,4
796,5,10,6
796,7,0,10
796,3,2,6
796,3,5,6
796,3,5,2
796,1,6,8
796,1,7,6
796,1,0,8
796,1,7,0
796,9,10,6
796,9,7,6
796,9,7,10
797,2,12,6
797,0,7,1
797,0,2,1
797,3,12,6
797,3,2,12
797,4,0,6
797,4,0,7
797,4,3,6
797,4,3,7
797,10,2,6
797,10,0,6
797,10,0,2
797,11,7,1
797,11,3,7
797,8,3,2
797,8,11,3
797,8,2,1
797,8,11,1
798,7,10,9
798,3,10,9
798,8,7,9
798,1,7,10
798,1,0,7
798,6,3,10
798,6,1,10
798,6,1,0
798,2,0,7
798,2,8,7
798,2,8,0
798,5,6,0
798,5,6,3
798,5,3,9
798,5,8,9
798,5,8,0
799,1,8,9
799,3,7,2
799,10,1,9
799,10,7,2
799,10,1,2
799,6,3,7
799,6,7,9
799,6,8,9
799,4,1,8
799,4,1,2
799,4,3,2
799,12,7,9
799,12,10,9
799,12,10,7
799,11,6,8
799,11,4,8
799,11,6,3
799,11,4,3
800,4,5,9
800,4,2,9
800,4,2,5
800,13,5,1
800,13,2,1
800,13,2,5
800,10,11,5
800,12,10,11
800,12,2,1
800,14,5,1
800,14,10,5
800,14,12,1
800,14,12,10
800,6,2,9
800,6,12,2
800,8,12,11
800,8,5,9
800,8,11,5
800,8,6,9
800,8,6,12
801,11,7,5
801,11,8,5
801,10,7,5
801,4,7,2
801,4,11,2
801,4,11,7
801,1,8,2
801,1,11,2
801,1,11,8
801,6,8,5
801,6,10,5
801,9,7,2
801,9,10,7
801,9,6,10
801,9,8,2
801,9,6,8
802,11,2,1
802,11,2,4
802,5,2,1
802,12,2,4
802,12,5,2
802,12,5,3
802,8,5,1
802,8,5,3
802,10,0,4
802,10,11,4
802,10,11,1
802,9,12,3
802,9,0,4
802,9,12,4
802,6,9,0
802,6,10,0
802,6,8,3
802,6,9,3
802,6,8,1
802,6,10,1
803,0,7,6
803,0,4,2
803,0,7,4
803,8,3,6
803,8,0,2
803,8,0,6
803,5,8,3
803,1,3,6
803,1,7,6
803,1,7,4
803,1,5,4
803,1,5,3
803,9,8,2
803,9,5,8
803,9,4,2
803,9,5,4
804,4,11,10
804,6,4,10
804,9,11,10
804,9,6,10
804,1,4,11
804,2,4,0
804,2,6,4
804,2,9,0
804,2,9,6
804,7,1,11
804,7,9,0
804,7,9,11
804,3,4,0
804,3,1,4
804,5,3,0
804,5,3,1
804,5,7,0
804,5,7,1
805,8,10,6
805,0,10,6
805,0,10,7
805,4,8,6
805,4,1,6
805,4,1,8
805,11,1,6
805,11,0,6
805,11,0,1
805,3,0,7
805,3,0,1
805,5,10,7
805,5,9,10
805,5,3,7
805,5,3,1
805,5,1,8
805,5,9,8
805,2,8,10
805,2,9,10
805,2,9,8
806,7,4,13
806,10,4,13
806,1,4,6
806,1,14,6
806,11,7,13
806,5,14,6
806,5,4,6
806,5,11,2
806,5,11,14
806,3,10,4
806,3,10,14
806,3,1,4
806,3,1,14
806,12,11,13
806,12,11,14
806,12,10,13
806,12,10,14
806,0,7,4
806,0,11,7
806,0,11,2
806,0,5,4
806,0,5,2
807,5,10,6
807,5,1,3
807,9,7,6
807,9,5,6
807,12,9,7
807,11,7,6
807,8,5,3
807,8,5,10
807,8,11,7
807,8,10,6
807,8,11,6
807,0,12,9
807,0,5,1
807,0,9,5
807,4,12,7
807,4,8,3
807,4,8,7
807,4,0,12
807,4,1,3
807,4,0,1
808,14,6,13
808,9,14,10
808,7,1,6
808,8,6,13
808,8,1,6
808,5,14,6
808,5,9,14
808,4,7,1
808,4,8,1
808,4,14,13
808,4,8,13
808,2,5,6
808,2,7,10
808,2,7,6
808,2,9,10
808,2,5,9
808,3,7,10
808,3,4,7
808,3,14,10
808,3,4,14
809,0,5,7
809,0,1,4
809,9,1,4
809,9,1,3
809,11,1,7
809,11,1,3
809,8,1,7
809,8,0,7
809,8,0,1
809,6,3,5
809,6,0,5
809,2,3,5
809,2,11,3
809,2,5,7
809,2,11,7
809,12,9,3
809,12,6,3
809,12,9,4
809,12,0,4
809,12,6,0
810,6,9,0
810,6,9,8
810,6,3,8
810,7,9,0
810,7,3,9
810,7,6,0
810,7,6,3
810,1,9,8
810,1,3,9
810,2,3,8
810,2,1,8
810,2,1,3
811,13,10,9
811,12,10,9
811,12,2,9
811,12,10,0
811,12,1,2
811,8,2,9
811,8,1,9
811,8,1,2
811,5,10,0
811,5,13,0
811,5,13,10
811,11,1,9
811,11,13,9
811,3,12,1
811,3,11,1
811,7,13,0
811,7,11,13
811,7,3,11
811,7,12,0
811,7,3,12
812,12,7,2
812,6,7,2
812,6,9,2
812,8,9,13
812,8,6,7
812,8,6,9
812,5,12,2
812,5,9,2
812,10,12,7
812,10,11,7
812,10,12,13
812,10,11,13
812,4,8,13
812,4,8,7
812,4,11,13
812,4,11,7
812,3,5,9
812,1,9,13
812,1,3,9
812,1,3,5
812,1,12,13
812,1,5,12
813,8,9,3
813,7,8,1
813,11,6,1
813,11,8,3
813,11,8,1
813,2,9,3
813,2,6,9
813,2,11,3
813,2,11,6
813,4,6,1
813,4,6,9
813,4,7,1
813,10,8,9
813,10,7,8
813,0,4,9
813,0,4,7
813,0,10,9
813,0,10,7
814,4,3,8
814,7,3,8
814,5,4,8
814,5,4,2
814,6,4,2
814,6,4,3
814,1,7,2
814,1,7,3
814,1,6,2
814,1,6,3
814,0,7,2
814,0,5,2
814,0,7,8
814,0,5,8
815,5,9,0
815,3,9,0
815,3,9,10
815,8,3,10
815,6,9,10
815,6,8,10
815,6,8,5
815,4,3,0
815,4,8,3
815,4,5,0
815,4,8,5
815,1,5,9
815,2,6,5
815,2,1,5
815,2,6,9
815,2,1,9
816,8,6,7
816,11,8,3
816,11,8,6
816,11,2,3
816,11,2,6
816,0,2,3
816,0,8,3
816,0,8,7
816,1,6,7
816,1,2,6
816,9,0,2
816,9,1,2
816,9,0,7
816,9,1,7
817,15,12,1
817,15,16,1
817,15,16,9
817,13,6,0
817,13,6,16
817,11,12,1
817,10,16,9
817,10,13,16
817,10,13,0
817,10,15,12
817,10,15,9
817,2,11,1
817,2,11,6
817,2,16,1
817,2,6,16
817,14,5,0
817,14,10,0
817,14,10,12
817,8,11,6
817,8,6,0
817,8,5,0
817,3,8,5
817,3,14,12
817,3,14,5
817,4,11,12
817,4,8,11
817,4,3,12
817,4,3,8
818,12,10,0
818,12,7,2
818,1,12,2
818,1,12,10
818,13,7,2
818,13,9,7
818,13,1,2
818,3,10,0
818,3,9,10
818,6,12,0
818,6,12,7
818,6,3,0
818,6,9,7
818,6,3,9
818,8,13,9
818,8,13,1
818,8,9,10
818,8,1,10
819,3,2,0
819,1,3,0
819,4,2,7
819,4,2,0
819,4,1,7
819,4,1,0
819,6,1,7
819,6,1,3
819,6,2,7
819,6,3,2
820,6,5,2
820,4,5,2
820,4,5,3
820,0,6,5
820,0,6,8
820,0,5,3
820,7,4,2
820,7,6,2
820,7,6,8
820,1,4,3
820,1,0,3
820,1,0,8
820,1,7,8
820,1,7,4
821,10,0,7
821,12,10,7
821,12,3,9
821,13,10,0
821,13,15,11
821,13,15,0
821,13,12,10
821,13,3,11
821,13,12,3
821,5,15,11
821,1,15,0
821,1,2,9
821,1,5,15
821,4,2,9
821,4,12,7
821,4,12,9
821,6,0,7
821,6,4,7
821,6,4,2
821,6,1,0
821,6,1,2
821,16,5,11
821,16,5,9
821,16,3,11
821,16,3,9
821,14,5,9
821,14,1,9
821,14,1,5
822,5,8,9
822,1,8,0
822,2,8,0
822,2,5,0
822,2,5,8
822,3,8,9
822,3,1,8
822,3,5,9
822,10,3,5
822,10,3,1
822,7,10,1
822,7,10,5
822,6,1,0
822,6,7,1
822,6,5,0
822,6,7,5
823,2,11,9
823,4,2,9
823,7,0,3
823,7,0,11
823,5,0,3
823,8,11,9
823,8,0,11
823,1,7,3
823,1,7,11
823,1,5,3
823,15,1,5
823,15,2,11
823,15,1,11
823,14,5,0
823,14,8,0
823,14,15,5
823,14,4,9
823,14,8,9
823,14,4,2
823,14,15,2
824,3,9,6
824,1,9,2
824,1,3,9
824,5,9,6
824,5,9,2
824,8,3,6
824,8,5,6
824,8,5,2
824,7,8,2
824,7,1,2
824,7,1,3
824,0,8,3
824,0,7,3
824,0,7,8
825,11,7,2
825,4,10,8
825,3,7,2
825,3,15,7
825,0,15,8
825,0,13,8
825,0,13,9
825,0,3,9
825,0,3,15
825,6,15,7
825,6,10,7
825,6,4,10
825,6,15,8
825,6,4,8
825,14,10,8
825,14,13,8
825,14,10,7
825,14,11,7
825,14,11,2
825,14,1,2
825,12,13,9
825,12,14,13
825,12,14,1
825,12,1,2
825,12,3,2
825,12,3,9
826,4,2,5
826,4,3,5
826,4,3,2
826,0,3,5
826,1,3,2
826,7,0,6
826,7,1,2
826,7,2,5
826,7,0,5
826,7,1,3
826,8,0,6
826,8,0,3
826,8,7,6
826,8,7,3
827,7,8,9
827,4,1,11
827,10,8,9
827,10,8,1
827,10,7,9
827,10,7,1
827,2,1,11
827,2,7,1
827,6,7,8
827,6,4,11
827,6,2,11
827,6,2,7
827,5,6,8
827,5,6,4
827,5,8,1
827,5,4,1
828,9,0,1
828,9,0,13
828,11,9,1
828,2,0,1
828,2,11,1
828,2,11,3
828,10,0,13
828,10,3,13
828,7,3,13
828,7,11,3
828,7,9,13
828,7,11,9
828,4,2,0
828,4,2,3
828,4,10,0
828,4,10,3
829,6,10,4
829,9,6,4
829,1,10,3
829,1,9,3
829,1,9,4
829,5,9,3
829,5,9,6
829,5,10,3
829,5,6,10
829,0,10,4
829,0,1,4
829,0,1,10
830,2,13,0
830,4,13,5
830,4,9,13
830,10,13,0
830,10,9,0
830,10,9,13
830,6,13,5
830,7,4,9
830,7,9,0
830,7,2,0
830,3,2,13
830,3,6,13
830,3,6,2
830,8,4,5
830,8,7,4
830,8,6,5
830,11,6,2
830,11,7,2
830,11,8,6
830,11,8,7
831,4,3,9
831,7,3,9
831,5,4,9
831,6,3,8
831,6,7,8
831,6,7,3
831,2,5,8
831,2,5,4
831,2,3,8
831,2,4,3
831,0,7,8
831,0,5,8
831,0,5,9
831,1,7,9
831,1,0,9
831,1,0,7
832,1,5,0
832,1,3,0
832,1,3,6
832,7,5,0
832,7,3,0
832,7,3,5
832,2,3,6
832,2,3,5
832,4,1,6
832,4,1,5
832,4,2,6
832,4,2,5
833,3,10,7
833,0,1,10
833,15,3,10
833,5,0,10
833,13,3,7
833,12,15,6
833,12,15,10
833,12,5,6
833,12,5,10
833,9,13,1
833,9,1,10
833,11,13,1
833,11,0,1
833,11,5,0
833,14,5,6
833,14,11,5
833,14,11,13
833,8,10,7
833,8,9,10
833,8,13,7
833,8,9,13
833,16,13,3
833,16,14,13
833,16,15,3
833,16,15,6
833,16,14,6
834,2,1,3
834,2,4,3
834,2,1,6
834,2,4,6
834,5,1,6
834,5,7,6
834,5,1,3
834,5,7,3
834,0,4,6
834,0,7,6
834,0,4,3
834,0,7,3
835,8,5,12
835,6,8,12
835,6,7,8
835,1,9,3
835,1,9,12
835,1,7,3
835,1,6,12
835,1,6,7
835,2,5,12
835,2,9,12
835,2,9,5
835,11,9,3
835,11,9,5
835,10,8,5
835,10,11,5
835,10,11,3
835,10,7,3
835,10,7,8
836,3,2,7
836,0,2,4
836,0,2,7
836,8,2,4
836,8,3,2
836,6,0,7
836,5,3,7
836,5,6,7
836,5,6,3
836,1,0,4
836,1,6,0
836,1,6,3
836,1,8,4
836,1,8,3
837,12,4,7
837,3,9,7
837,3,2,9
837,3,4,7
837,3,2,4
837,5,2,9
837,1,12,8
837,1,12,4
837,1,2,4
837,0,5,8
837,0,5,2
837,0,1,8
837,0,1,2
837,10,5,9
837,10,9,7
837,10,12,7
837,10,12,8
837,10,5,8
838,0,7,3
838,0,7,6
838,1,0,3
838,1,0,6
838,5,7,3
838,5,7,6
838,5,1,3
838,2,1,6
838,2,5,6
838,2,5,1
839,11,6,10
839,0,6,10
839,0,9,10
839,0,9,6
839,2,6,5
839,2,9,5
839,2,9,6
839,12,9,5
839,12,6,5
839,12,11,6
839,3,9,10
839,3,12,9
839,3,11,10
839,3,12,11
840,14,1,7
840,9,1,7
840,9,1,2
840,9,3,2
840,11,14,7
840,11,3,14
840,13,9,7
840,13,9,3
840,13,11,7
840,13,11,3
840,5,1,2
840,10,14,1
840,0,3,14
840,0,10,14
840,0,10,6
840,12,5,2
840,12,5,6
840,12,3,2
840,12,0,3
840,12,0,6
840,15,10,1
840,15,10,6
840,15,5,1
840,15,5,6
841,9,0,10
841,7,0,14
841,7,9,14
841,7,9,0
841,2,5,4
841,2,0,14
841,6,9,14
841,6,2,14
841,6,2,5
841,13,5,4
841,13,2,0
841,13,2,4
841,11,6,9
841,3,6,5
841,3,12,10
841,3,12,5
841,3,11,6
841,3,9,10
841,3,11,9
841,8,12,5
841,8,13,5
841,8,12,10
841,8,0,10
841,8,13,0
842,7,2,8
842,7,2,0
842,3,1,0
842,3,2,0
842,4,7,0
842,5,3,1
842,5,7,8
842,5,7,1
842,9,2,8
842,9,5,8
842,9,5,3
842,11,7,1
842,11,4,7
842,11,1,0
842,11,4,0
842,6,3,2
842,6,9,2
842,6,9,3
843,2,8,10
843,4,8,10
843,4,5,8
843,9,4,10
843,9,4,5
843,9,2,0
843,7,2,8
843,7,2,0
843,11,2,10
843,11,9,10
843,11,9,2
843,3,9,0
843,3,7,8
843,3,7,0
843,6,9,5
843,6,3,9
843,6,5,8
843,6,3,8
844,13,2,0
844,13,2,10
844,13,3,0
844,13,3,10
844,11,2,0
844,11,2,1
844,9,2,10
844,9,2,1
844,5,3,0
844,5,3,1
844,5,11,0
844,5,11,1
844,14,9,10
844,14,9,1
844,14,3,10
844,14,3,1
845,14,6,4
845,8,11,13
845,5,11,4
845,5,14,4
845,2,8,6
845,2,8,11
845,2,6,4
845,2,11,4
845,12,5,14
845,12,14,6
845,12,11,13
845,12,5,11
845,12,8,13
845,12,8,6
846,6,2,3
846,6,2,0
846,1,2,3
846,1,6,3
846,1,6,4
846,5,4,0
846,5,6,0
846,5,6,4
846,7,1,4
846,7,1,2
846,7,4,0
846,7,2,0
847,1,10,12
847,1,10,9
847,4,10,12
847,4,10,11
847,4,1,12
847,4,1,11
847,6,10,11
847,6,7,3
847,6,7,11
847,6,9,3
847,6,10,9
847,5,9,3
847,5,7,3
847,2,1,9
847,2,5,9
847,2,5,7
847,2,1,11
847,2,7,11
848,1,0,8
848,7,1,8
848,2,0,8
848,2,7,0
848,5,7,4
848,3,7,4
848,3,7,1
848,3,5,4
848,3,1,0
848,3,5,0
848,9,7,8
848,9,2,8
848,9,2,7
848,6,7,0
848,6,5,0
848,6,5,7
849,2,11,1
849,3,5,11
849,9,11,1
849,9,5,1
849,9,5,11
849,7,2,1
849,7,5,4
849,7,5,1
849,12,5,4
849,12,3,4
849,12,3,5
849,6,7,4
849,6,7,2
849,6,3,4
849,6,2,11
849,6,3,11
850,7,10,14
850,7,0,14
850,6,10,2
850,6,7,10
850,3,10,2
850,3,8,10
850,9,0,14
850,9,5,14
850,9,5,8
850,9,3,0
850,9,3,8
850,13,6,2
850,13,7,0
850,13,6,7
850,1,8,10
850,1,5,8
850,1,10,14
850,1,5,14
850,12,13,2
850,12,13,0
850,12,3,2
850,12,3,0
851,3,9,7
851,3,1,7
851,3,1,10
851,6,10,0
851,6,9,0
851,6,3,10
851,6,3,9
851,5,9,0
851,8,10,0
851,8,1,10
851,8,5,0
851,8,5,1
851,2,1,7
851,4,9,7
851,4,5,9
851,4,2,7
851,4,5,1
851,4,2,1
852,15,9,11
852,0,9,11
852,5,9,13
852,5,0,9
852,8,14,13
852,8,9,13
852,8,15,9
852,1,3,14
852,1,5,0
852,1,14,13
852,1,5,13
852,2,3,14
852,2,8,15
852,2,8,14
852,4,0,11
852,4,1,11
852,4,1,0
852,10,2,15
852,10,2,3
852,10,1,3
852,10,15,11
852,10,1,11
853,9,2,8
853,4,2,8
853,7,9,8
853,5,9,2
853,5,4,2
853,0,4,8
853,0,7,8
853,0,7,3
853,0,5,3
853,0,5,4
853,1,7,9
853,1,5,9
853,1,7,3
853,1,5,3
854,7,4,3
854,7,4,8
854,6,9,8
854,6,7,8
854,6,7,0
854,5,4,8
854,5,9,8
854,5,4,3
854,1,0,3
854,1,7,3
854,1,7,0
854,2,5,3
854,2,5,9
854,2,0,3
854,2,6,0
854,2,6,9
855,5,8,7
855,0,5,10
855,0,5,8
855,2,8,7
855,2,5,7
855,2,9,5
855,11,5,10
855,11,9,5
855,11,1,10
855,6,0,10
855,6,0,8
855,3,2,9
855,3,11,9
855,3,11,1
855,3,2,8
855,4,6,8
855,4,3,8
855,4,3,1
855,4,1,10
855,4,6,10
856,9,1,0
856,9,1,2
856,10,1,0
856,5,9,0
856,5,9,2
856,3,1,2
856,3,5,2
856,3,5,10
856,7,10,0
856,7,5,0
856,7,5,10
856,6,10,1
856,6,3,1
856,6,3,10
857,3,15,1
857,13,3,15
857,13,3,7
857,4,15,1
857,4,2,1
857,4,2,15
857,5,2,15
857,0,3,1
857,0,3,7
857,8,5,15
857,8,13,12
857,8,13,15
857,11,13,12
857,11,13,7
857,11,0,7
857,9,11,0
857,9,5,2
857,9,2,1
857,9,0,1
857,14,8,12
857,14,8,5
857,14,9,5
857,14,11,12
857,14,9,11
858,2,3,7
858,5,2,4
858,5,2,3
858,9,0,4
858,9,0,3
858,9,5,4
858,9,5,3
858,6,3,7
858,6,0,3
858,8,6,0
858,8,2,4
858,8,0,4
858,1,8,2
858,1,8,6
858,1,2,7
858,1,6,7
859,6,0,5
859,6,0,2
859,10,0,5
859,10,3,5
859,10,3,9
859,11,0,2
859,4,3,2
859,4,3,9
859,4,11,2
859,4,11,9
859,1,3,2
859,1,6,2
859,1,3,5
859,1,6,5
859,8,9,0
859,8,10,0
859,8,10,9
859,7,9,0
859,7,11,0
859,7,11,9
860,0,2,4
860,7,2,4
860,8,0,1
860,8,0,4
860,8,7,4
860,6,0,1
860,6,0,2
860,3,8,1
860,3,8,7
860,3,6,1
860,3,7,2
860,3,6,2
861,1,3,6
861,1,3,0
861,8,1,0
861,8,1,6
861,8,11,6
861,8,11,4
861,2,3,6
861,2,11,6
861,2,11,3
861,12,11,4
861,12,3,0
861,10,11,3
861,10,12,3
861,10,12,11
861,5,12,0
861,5,12,4
861,5,8,0
861,5,8,4
862,15,4,0
862,12,4,7
862,1,4,0
862,1,12,0
862,8,12,0
862,13,1,4
862,9,15,0
862,9,8,0
862,9,8,15
862,11,8,15
862,11,12,7
862,11,8,12
862,6,1,12
862,6,13,1
862,6,12,4
862,6,13,4
862,3,11,7
862,3,11,15
862,3,4,7
862,3,15,4
863,12,1,9
863,2,1,0
863,2,12,1
863,2,5,12
863,13,1,9
863,13,7,1
863,13,7,6
863,3,1,0
863,3,7,0
863,3,7,1
863,4,5,9
863,4,5,6
863,4,13,9
863,4,13,6
863,11,12,9
863,11,5,9
863,11,5,12
863,8,2,0
863,8,7,0
863,8,7,6
863,8,5,6
863,8,2,5
864,5,10,1
864,15,2,0
864,15,11,0
864,15,11,10
864,12,10,1
864,12,15,10
864,12,15,2
864,7,5,10
864,7,11,10
864,7,5,0
864,7,11,0
864,3,5,0
864,3,14,5
864,3,14,2
864,8,12,2
864,8,14,2
864,8,13,1
864,8,5,1
864,8,14,5
864,9,2,0
864,9,3,0
864,9,3,2
864,4,8,12
864,4,8,13
864,4,12,1
864,4,13,1
865,10,3,0
865,10,3,4
865,1,3,0
865,1,7,3
865,1,6,0
865,1,6,7
865,8,10,0
865,8,10,4
865,8,6,0
865,8,6,4
865,9,6,7
865,9,6,4
865,5,7,3
865,5,9,7
865,5,3,4
865,5,9,4
866,3,5,0
866,4,5,9
866,7,5,0
866,7,1,5
866,8,5,9
866,8,3,5
866,2,1,5
866,2,4,5
866,2,4,9
866,6,7,1
866,6,8,3
866,6,3,0
866,6,7,0
866,6,8,9
866,6,2,9
866,6,2,1
867,5,6,8
867,5,4,6
867,2,6,1
867,2,0,1
867,2,9,0
867,2,6,8
867,2,9,8
867,3,0,1
867,3,0,4
867,3,6,1
867,3,4,6
867,7,0,4
867,7,9,0
867,7,5,4
867,7,5,8
867,7,9,8
868,5,9,6
868,5,7,8
868,4,9,6
868,4,7,6
868,4,9,8
868,1,9,8
868,1,5,8
868,1,5,9
868,2,7,6
868,2,5,6
868,2,5,7
868,3,7,8
868,3,4,8
868,3,4,7
869,1,4,3
869,11,0,10
869,2,4,10
869,2,0,10
869,2,0,4
869,5,4,3
869,5,0,4
869,5,11,0
869,12,4,10
869,12,1,4
869,8,11,10
869,8,12,10
869,8,12,1
869,6,1,3
869,6,8,1
869,6,8,11
869,9,5,3
869,9,5,11
869,9,6,3
869,9,6,11
870,9,12,8
870,7,12,11
870,7,3,11
870,4,12,11
870,4,9,12
870,5,3,11
870,5,9,3
870,10,12,8
870,10,7,12
870,6,7,3
870,6,9,8
870,6,9,3
870,6,10,8
870,6,10,7
870,2,4,11
870,2,5,11
870,2,4,9
870,2,5,9
871,0,6,11
871,8,10,6
871,2,10,11
871,13,10,4
871,13,0,6
871,13,10,11
871,13,0,11
871,7,8,6
871,7,13,4
871,7,13,6
871,7,10,4
871,7,8,10
871,9,10,6
871,9,2,10
871,9,6,11
871,9,2,11
872,1,0,11
872,6,11,13
872,6,0,13
872,6,0,11
872,5,11,10
872,5,14,11
872,3,11,13
872,3,14,11
872,9,11,10
872,9,1,11
872,12,3,13
872,8,3,14
872,8,12,3
872,8,9,1
872,8,9,10
872,8,1,0
872,8,12,13
872,8,0,13
872,7,5,14
872,7,8,14
872,7,5,10
872,7,8,10
873,7,14,3
873,10,7,14
873,4,7,1
873,5,7,3
873,5,7,1
873,5,14,3
873,5,8,14
873,0,10,15
873,0,10,7
873,2,8,14
873,2,10,14
873,2,10,15
873,6,0,15
873,12,8,1
873,12,4,1
873,12,6,4
873,12,6,15
873,12,2,15
873,12,2,8
873,9,8,1
873,9,5,1
873,9,5,8
873,11,0,7
873,11,6,0
873,11,4,7
873,11,6,4
874,15,11,1
874,15,6,1
874,15,4,11
874,15,4,6
